CLAVEESTAB,n_AUH
4111JI1967,0
0069MT0002,0
4001MS6835,0
0083JI0927,0
0012JS0010,0
4045MS7868,0
4117JI2129,0
0017JS0006,0
4135BS7091,0
0047MA0001,0
4083JI2375,0
0069JU0030,0
4085JI2870,0
4100MS7096,0
4109MS4860,0
0045JI0922,0
4117JI1631,0
0082MS0002,0
0092JI0909,0
0069MT0007,0
0005MT0002,0
0100JI0926,0
0073MS0079,0
0009JI0902,0
4072JI6628,0
4047JI5409,0
0095JS0001,0
4111MS8236,0
0083MT0004,0
0050JI0905,0
4117JI5479,0
4073JI1440,0
0049MS0008,0
4119MS6808,0
0071MS0062,0
4004JI1712,0
4069MS7716,0
3109JM7566,0
3043MS8642,0
4055MS6273,0
0018JS0001,0
4053JI3605,0
0069JI1003,0
0013JI0910,0
0047MS0006,0
0002MS0005,0
4005JI6458,0
4096JI5984,0
0085MS0010,0
0119MS0012,0
4098JI1250,0
0069MS0170,0
0081JI0916,0
0047MS0017,0
4096MS4672,0
0005JI0923,0
0031MS0002,0
0025JS0017,0
4001MS4044,0
3001JI9149,0
0017JS0005,0
3001JI1231,0
4083JI2718,0
0100JI0909,0
0126JI0902,0
4085JI1445,0
4008MS7008,0
3092JM8815,0
0069JU0007,0
0012PP0026,0
4081JI0664,0
0057MS0002,0
4131JI7985,0
0111JI0938,0
0098JS0001,0
4026MS4165,0
0073JI0916,0
0100JI0919,0
4030MS4184,0
0050JI0903,0
4055MS8288,0
0071MS0054,0
0055MS0034,0
0016JI0913,0
0085MS0019,0
0056JS0007,0
0002JI0904,0
0032MS0046,0
0133MS0029,0
0043MS0003,0
0001JI0950,0
4062MS4382,0
0064MS3031,0
4131JI2116,0
0072JI0903,0
0045JI0944,0
0102JM0001,0
4074MS4526,0
4033JI2900,0
0082JS0006,0
0066MS0006,0
0030JI0926,0
4055MS9004,0
0045JI0904,0
4044MS4252,0
0113MS0001,0
0077JS0014,0
0055JI0946,0
0111JI0907,0
4066JI3895,0
0119MS0029,0
0102MS0018,0
4085JI2524,0
4062MS6983,0
0102JS0010,0
0019JI0906,0
0004MT0003,0
4077MS4544,0
0096MS0011,0
0062MS2230,0
3005JI2260,0
4131MS5702,0
4100MS6977,0
4043MS8509,0
4043MS3952,0
0098JI0901,0
0007JS0002,0
0107JS0008,0
4119MS7807,0
0094MA0001,0
3109JM7569,0
4109JM8272,0
0002MS2020,0
0045JI0905,0
0032JI0925,0
4077JI7929,0
4033MS4199,0
4004JI3294,0
0076MS0009,0
4135JI2658,0
0076JI0906,0
4083JI7996,0
0097JI0913,0
0062MS0015,0
0096MS0002,0
0043MS0061,0
0059MT0002,0
0059JI0901,0
4062JI1520,0
4069MS6565,0
4116MM9008,0
4044MS2528,0
0008JI0955,0
0045MS0030,0
0071MS0016,0
0062MS2060,0
0069MS0137,0
0112JI0916,0
0069MS0103,0
3008JI7625,0
4055MS5764,0
0109MS0005,0
0004MS0051,0
4097JI1140,0
0085JI0941,0
3043JI3645,0
0111MS0033,0
0106JI0901,0
4069JI1480,0
0056JS0005,0
4071JI2307,0
4020MS4154,0
0027MS0003,0
0032MS0003,0
0044JI0903,0
0077JI0913,0
0119MS0032,0
3100JI1782,0
0008JI0961,0
4055JI2015,0
4036JI5821,0
0031JI0906,0
4043MS7890,0
0069JI0982,0
0073MS0041,0
4047JM7442,0
4032JI3860,0
0041JS0005,0
0055MS0010,0
4085MM9012,0
0016MS0016,0
4096PP0694,0
0116MS0034,0
0069JI0970,0
4131MS4325,0
4001MS4016,0
0043JI0909,0
0124JI0908,0
4133MS7840,0
0051MT0002,0
0113JI0910,0
4004JI3646,0
0076JS0017,0
0045MS0008,0
0078PP0025,0
3094JM7452,0
0116MS0010,0
0133JI0902,0
0001JI0919,0
4071MS7161,0
0026JI0903,0
3043JI2265,0
0044JI0927,0
0081MA0001,0
4099MS4731,0
0106MA0001,0
4109JI1187,0
4119JI5601,0
0106JS0014,0
0069JI0947,0
0075JI0912,0
0113JI0906,0
0129JI0902,0
0098MS0015,0
0069JI0981,0
4045MS4256,0
0080MS0001,0
0087PP0028,0
0045JI0902,0
4045MS4265,0
4062MS4391,0
0110JI0906,0
0070JI0902,0
0077JI0925,0
0071JI0959,0
0111JI0910,0
0133MS0018,0
0095JI0922,0
0069JI0923,0
4117JI5445,0
0073MS0027,0
0004JU0006,0
4001MS7441,0
4083MS8047,0
4004MT4073,0
0106MS0008,0
4096JI7463,0
0108JS0007,0
4073MS8059,0
0007JI0901,0
0062MS0031,0
0085JI0961,0
4004JI2206,0
0116MT0001,0
4095MS7831,0
4004MS7764,0
3111JI6425,0
0103JS0002,0
0083JI0945,0
0073MS0057,0
0069JI0965,0
0030MS0015,0
4096JI1472,0
4085JI2492,0
0067JI0906,0
0089JS0003,0
0006JS0007,0
0107MS0001,0
0131MS0022,0
0070JI0916,0
0031MS0001,0
0001JI0917,0
4070JI6362,0
0055MS0015,0
0072JI0910,0
0062MS2400,0
4133MS5706,0
0032MS0034,0
0117JI0930,0
0104PP0004,0
4011JI6259,0
0094JS0006,0
4030MS4175,0
0060JI0906,0
0086MS0002,0
4129JI5192,0
4007JI1594,0
4077JI8088,0
4096JI2176,0
0108JS0005,0
0069MS0049,0
4102JM9103,0
3043JI3491,0
4069MS8056,0
4083JI7664,0
4096MS7016,0
0085JI0938,0
0001JI0927,0
0062MS0056,0
0004MT0004,0
4005JI7610,0
0069JI0903,0
4044JI2101,0
4083MS8125,0
0075JI0918,0
0113JI0907,0
4112MS4904,0
0070JI0920,0
4001MS7654,0
0102JS0008,0
0116JI0928,0
0081MS2021,0
3100JI1501,0
0111MS0008,0
0084PP0015,0
0081MS0006,0
0119JI0919,0
0016MS0017,0
4097MS8009,0
0008MS0023,0
0073JI0910,0
0027MS0008,0
0095JI0917,0
0133JI0914,0
0021PP0004,0
3043JI2408,0
0116JI0901,0
0093JS0002,0
0119JI0921,0
0113JI0917,0
0045JI0924,0
0001JI0904,0
0077MS0007,0
0069MS0065,0
4069MS6663,0
0081JI0913,0
0001MT0008,0
0078MS0004,0
4124MS8888,0
4025MS6660,0
4085JI2655,0
4004MS7122,0
0031JI0908,0
0001JI0931,0
4119JI1901,0
0069JI0920,0
0005MT0004,0
0047MS0015,0
0098JI0908,0
0071MS0061,0
0093JS0003,0
4109JI2301,0
4043JI2008,0
0012JI0902,0
4032JI7661,0
0008JI0953,0
0004MS0034,0
0093JI0914,0
4029MS4173,0
0110MS0006,0
0083MS0008,0
0085MS0061,0
0132JI0911,0
4045MS4260,0
0040JS0005,0
0077MS0019,0
0008JI0940,0
0010MS0011,0
4111JI7311,0
0069MS0177,0
4096JI2559,0
4098MA4728,0
0077PP0043,0
0062MT0003,0
0123JI0914,0
0055MS0025,0
0083MS0018,0
4085JI7758,0
4136MS6912,0
4119MS8123,0
0045MS0055,0
0008JI0957,0
4133JI8334,0
4109JI6147,0
0099JI0904,0
4001JI1004,0
3043JI1518,0
0116MS0017,0
0069JI0933,0
4004JI1756,0
4081MS4558,0
3111JI6427,0
0062JI0901,0
4062MS4400,0
4073MS7844,0
4091JM9105,0
0008JI0911,0
0004MS0004,0
0069MS0133,0
4004MS8496,0
4095JU7414,0
0108JS0014,0
0007MS0011,0
0083JI0921,0
4008JI2213,0
0106PP0013,0
4136MS4777,0
0055MS0028,0
0032JI0918,0
4083MS7905,0
0062MS0071,0
0063MS0006,0
0079JI0904,0
3067JI8782,0
4100JI1449,0
0069JI0948,0
4131MS6556,0
0093JS0012,0
0057JS0007,0
0106JS0012,0
0083JI0901,0
4100JI8087,0
0070JI0910,0
4014MS8583,0
0130JS0001,0
0028MS0009,0
0107JI0922,0
0053MS0012,0
0071MS0048,0
3069JI6287,0
4069JU7423,0
0030MS0037,0
4045JI6094,0
0054PP0020,0
4096MS4664,0
0006MT0001,0
0131JI0910,0
4043MS7889,0
4116MS8856,0
0123JI0905,0
4069MS6562,0
0043MS0055,0
4132JI2115,0
0014MS0005,0
0131JM0001,0
0047MS0020,0
0066MS3031,0
0001JI0925,0
0069MS0179,0
4055MS2627,0
0062JI0909,0
0007MS0007,0
0030MS2210,0
0053JS0006,0
0045MS0050,0
0008JI0945,0
0102MS0017,0
4096MS4685,0
4071JI2033,0
0119JI0925,0
0073MS0017,0
0119MS0041,0
0043JI0944,0
0114JI0912,0
0085JI0942,0
0101JI0904,0
0069MS0031,0
4043MS6529,0
0059PP0049,0
4069MS8567,0
0026JI0915,0
0015JI0904,0
0136JI0911,0
0062JI0951,0
4028MS8644,0
0053JI0904,0
4119MS4962,0
0066MA0001,0
3117JI2748,0
0069MS0002,0
0015MS0008,0
0072MS0002,0
4095MS4642,0
4047MS4330,0
4001MS4011,0
0039MS0003,0
4117MS4927,0
0069JI0945,0
4001MS6938,0
0081JI0918,0
0017JS0004,0
4085MS5687,0
4045JI2076,0
0083MS0022,0
0085MS0079,0
0112JS0004,0
0089JI0905,0
0083MS0026,0
4069JI2431,0
0069MS0134,0
0014JI0902,0
0106JI0908,0
4117MS4941,0
4130JI1721,0
0093MS0009,0
0062MS0014,0
0112JI0917,0
0008JI0943,0
4077MS4539,0
0048JI0908,0
0099JS0003,0
4116MM5591,0
3100JM8207,0
0056JS0002,0
0100MS0057,0
0085JI0923,0
0097JI0908,0
0029PP0017,0
0123JI0915,0
4033MS6974,0
0109MT0002,0
0010MS0008,0
0069JU0029,0
4081JM8245,0
4116JI3400,0
4004MS4057,0
0001JI0963,0
0001MM0075,0
0027PP0037,0
0107JI0912,0
0076MT0001,0
0004JI0934,0
0073JI0928,0
0124MT0001,0
0001JI0916,0
0111MS0018,0
0069JI0955,0
0102JI0925,0
0001JI0972,0
0013JI0915,0
0102JI0905,0
0016JS0003,0
0043MS0001,0
4043MS8160,0
4050MS4339,0
0053MS0003,0
0053JI0913,0
0069MS0033,0
4109MS7818,0
0064MC0029,0
0001MS0075,0
0069MS0186,0
4131JI8322,0
0083MS0032,0
0001MS0053,0
4085MS4595,0
4062JI9001,0
0001JI0973,0
0069JI0939,0
0087JI0905,0
0100JI0918,0
4096JI3667,0
4109JI7547,0
0128MS0002,0
0004MT0005,0
0131MS0008,0
4005MS4101,0
4097MS7081,0
0123MS0013,0
0100MS0024,0
0021JI0904,0
0110JI0904,0
0077JS0006,0
4136JI2487,0
0006JS0004,0
4118MS4953,0
0043MS0019,0
0083JI0913,0
3005JI1314,0
4045JI2446,0
0110JI0903,0
4001MS5759,0
0032JI0922,0
0128JI0904,0
0043JI0916,0
4119JI2140,0
0040PP0018,0
0042MT0001,0
4062MS3979,0
0094JI0902,0
4102JI6326,0
4131JI2277,0
4085JI2068,0
4100JI2588,0
4111MS7258,0
0089MS0006,0
4117JI5958,0
0129JI0916,0
0079JS0008,0
4047JI2167,0
0047JI0904,0
0068MS0005,0
0095MS0011,0
0106JS0002,0
0030JI0919,0
4113JI8900,0
0091JI0901,0
0130MS0018,0
4093JI3334,0
0008MS0033,0
4085MS8989,0
0053JI0910,0
4096MS4687,0
4069MS4464,0
4067JI7642,0
0102JI0906,0
4107MS4816,0
4001JI9022,0
0030MS3051,0
0121MS0001,0
0102PP0065,0
4043MS4216,0
4055JI5930,0
0008MS0012,0
3109JM7556,0
0097MS3071,0
0131JI0912,0
0032MS0044,0
0068JI0907,0
0004JI0921,0
0073MS0024,0
4069JI5081,0
4007MS2349,0
0045MS0028,0
4123JI7592,0
3069JI6302,0
3109JM7561,0
0030MS0006,0
0073MS0012,0
4066JI5828,0
0100JI0902,0
0004MS0038,0
4009MS4132,0
0033JI0908,0
4001MS6979,0
0008MS3382,0
0131MS0030,0
0066MS0001,0
0075JI0920,0
0055JI0920,0
0074JS0003,0
0040JS0004,0
0005JI0901,0
4010MS8942,0
4111JI6232,0
0026JS0006,0
4111MS7100,0
0090PP0020,0
0018JS0006,0
0097JI0910,0
4136MS7099,0
0028JS0010,0
4109MS7819,0
0136MS0015,0
0062JI0946,0
0064JI0912,0
0040JI0905,0
0091JS0005,0
0100JI0901,0
4043JI8991,0
0053MS0002,0
0045MS0005,0
0073MS0022,0
0040JS0008,0
0025MS0012,0
0030JI0905,0
0002JS0008,0
0043MS0073,0
4131PP0826,0
0005MS0012,0
4100MS6764,0
0073JI0952,0
0083MS0036,0
0096JI0911,0
4001JI2133,0
0062MS3091,0
0062JI0902,0
4063MS4435,0
0109MS0003,0
4001PP6071,0
0062MT0004,0
4095JI6363,0
0051JS0003,0
0102JI0928,0
0082JS0003,0
0085MS0004,0
0119MS0054,0
0111JI0946,0
3111JI6420,0
4001JI2247,0
0017MT2010,0
4099JI8476,0
0085MS0018,0
4022MS6685,0
0045MS0057,0
0071MS0042,0
0115JS0002,0
4032MS7725,0
4005JI1971,0
0130JI0919,0
0099MS0009,0
0111MS0058,0
4001JI1419,0
4109JI8063,0
0071MS0037,0
4062MS6859,0
0073MS0044,0
0106JS0016,0
4057MS4368,0
0134PP0013,0
0071JI0954,0
0020MT0001,0
0013JI0913,0
0133MS0003,0
4043MM3769,0
4083MS4570,0
0130JI0915,0
0102MS0013,0
0011JI0907,0
0069JI0931,0
0071JI0906,0
0069MS0039,0
0043JI0926,0
4062JI2078,0
0038JS0003,0
4111MS4875,0
0132MS0015,0
0001MT0002,0
0004JI0948,0
0069JI1014,0
0136MS0014,0
4001JI8854,0
0069JI0980,0
4062JI6450,0
4071MS8812,0
0069JI0978,0
0075MS0001,0
4025MS4161,0
0071MT0005,0
0069JI1013,0
0017MC0013,0
4055JI1431,0
4069MS3189,0
0133JI0926,0
0036JS0004,0
4095JI5565,0
0020MS0005,0
4015MS8534,0
0082PP0008,0
0005MT0008,0
3001JI8294,0
0069JI0989,0
0023MS0001,0
0077JS0016,0
0008JI0907,0
0001MS2260,0
0131MS2280,0
4096MS4695,0
0084PP0019,0
0078MS0001,0
0071JI0923,0
0133MS0001,0
3043JI3872,0
0006JS0008,0
0077MS0023,0
0134MS0002,0
4081JI2104,0
0009MS3011,0
0067JI0915,0
0100JI0920,0
0095JI0909,0
0069JU0009,0
0133JI0922,0
0001JM0001,0
0064MS0006,0
0026JS0009,0
0063MS0016,0
0031MS0007,0
0030MS0022,0
4096JI6587,0
0031JI0905,0
4083MS4565,0
0061JI0906,0
0133JI0920,0
4111MS6988,0
0119MS0013,0
0043MS0004,0
0049JI0906,0
0133MS0012,0
0071JI0947,0
4069JI3707,0
4132MS6745,0
0073MS0085,0
4026JI1209,0
4055MS7084,0
4069JU7426,0
0008MS0025,0
3123MS2497,0
0111MS0053,0
3036JM8804,0
3043JI3363,0
4070MS4496,0
0111JI0908,0
3005JI3513,0
4132JI3850,0
0111MS0026,0
0011JI0905,0
0009MS0006,0
0061MS0003,0
4063MS8122,0
0075MS0002,0
0054JS0003,0
4045JI6459,0
4083MS8200,0
4001JI8953,0
0004JI0935,0
4131MS2535,0
0132MS0019,0
4001JI5119,0
0116MS0009,0
3117JM6375,0
4035JI2504,0
0015MT0002,0
0001MS0028,0
4093MS5088,0
0016JI0919,0
4100JI1454,0
4043MS4215,0
0062MS0052,0
4071MS8079,0
0114MS0001,0
0069MS0056,0
4055JI3078,0
0062MS0037,0
4001JI8084,0
0062MS0029,0
4001MS9018,0
3117JI2087,0
4117JI2962,0
0085MS0075,0
0069JI0983,0
0111JI0925,0
4062MS4417,0
0069JI0966,0
0001JI0981,0
4083MS8829,0
4004MS7115,0
0088MS0001,0
0073JI0958,0
0062MS0084,0
4030MS7773,0
0088MS0005,0
0062MS2330,0
0077PP0034,0
0075JI0903,0
0136JI0907,0
0062MS0003,0
4083MS7294,0
0043MT0003,0
0073MS0046,0
4047MS6878,0
4043JI7943,0
0031MS0005,0
0001MS0049,0
0007JI0902,0
4001JI1215,0
4007JI1376,0
0069JU0002,0
4083JI8665,0
4073MS8340,0
0004MS0071,0
0059JS0002,0
0001JM0004,0
0092MA0001,0
0116JI0919,0
4062MS5686,0
0056PP0034,0
0112MA0001,0
4081MS8278,0
0032MS0056,0
4001JI8307,0
4043MS6446,0
0009MS0002,0
0131MS0003,0
0100MS0041,0
4083PP6165,0
4133MS4300,0
4135MM6499,0
0004MS0074,0
0001JI0947,0
0108JI0906,0
0018JS0008,0
4085MS4597,0
0103JI0903,0
0050MS3031,0
4116PP8500,0
0081MS2160,0
0007MS2120,0
0004MS0064,0
4004JI2150,0
0060MS0003,0
0101MS0002,0
0092JS0005,0
4096JI3762,0
0135MS0017,0
0032JU0001,0
0100MS0048,0
0110JS0008,0
0131JI0922,0
0106JI0905,0
4055PP7740,0
0056JI0905,0
0130MS0019,0
0001JI0942,0
4062MS5735,0
4043JI5671,0
0067MS0003,0
0116MS0008,0
4085JI2930,0
4069MS8874,0
0069MS0087,0
4130MS8516,0
0037PP0008,0
0120MT0001,0
0024MS0004,0
0007MS0012,0
4027JI2051,0
0004MS0001,0
0010MT0001,0
0007PP0005,0
4094MS5000,0
4085MS7724,0
0100JI0930,0
0013JI0904,0
0062MS2550,0
4109MS4862,0
4085JI1297,0
4116JI2138,0
4130JI7750,0
4117JI7667,0
4130MS9128,0
0069JI0936,0
4069MS8150,0
0078PP0035,0
0102MS0008,0
0007JS0016,0
0069JI0979,0
4005MS7795,0
0062MS0001,0
4071JI5927,0
4055JI6044,0
0108PP0057,0
0043MS0047,0
0109JI0906,0
0016MS0015,0
3116JI8581,0
0030JI0939,0
0094JI0904,0
0107JS0007,0
3136JI6378,0
0025PP0047,0
0106MS2070,0
4001JI2112,0
0004JI0928,0
0033JI0907,0
0030JI0930,0
0096JI0914,0
4102JI1940,0
0107MS0008,0
0049MS2020,0
4096JI2877,0
0117MS0026,0
0131MS0013,0
0119MS0034,0
4043JI6493,0
0008MS0041,0
0028JI0903,0
0123JI0906,0
4100MM4736,0
0073MS0054,0
4085JI5340,0
0004MS0006,0
4136MS5723,0
4014JI3278,0
0002MS0002,0
0077JI0901,0
0127JS0005,0
4069MS2799,0
4101MS4802,0
4133MS6840,0
4005JM7609,0
0008JI0926,0
0131MS0025,0
4077MS4542,0
0095JI0910,0
4131MS6693,0
0036JS0002,0
0045JI0935,0
0032MS2530,0
4004MS5727,0
0040MS0003,0
0095JI0926,0
0038MA0001,0
0048JS0004,0
3043JI3536,0
4097JI1593,0
2100MT9000,0
4004JI1992,0
0013MS0010,0
0059MS0005,0
4119MS2618,0
0085MS0021,0
0069JU0004,0
4030MS8275,0
0130MS2170,0
4069JI5505,0
0007JS0017,0
4069MT4491,0
0081JS0004,0
0069JI0906,0
4096PP6086,0
0069MS0124,0
4095MS7006,0
3001MS9147,0
4111MS4884,0
0073JI0953,0
4074MS4525,0
0001JI0909,0
0054JI0904,0
0019JI0904,0
4001MS4009,0
4130JI2975,0
4070JI5052,0
0058MS0005,0
3117JM6376,0
0030JI0937,0
4073MS8042,0
0061JS0002,0
0049PP0025,0
0114MS0010,0
4055MS5749,0
0119JI0909,0
3005JI1319,0
0045MS0039,0
4069JI1437,0
4073JI9140,0
0016JS0006,0
0030AS0001,0
4070JI9002,0
0109JI0912,0
0115JS0004,0
0085MS0050,0
0097MT0004,0
4100MS4768,0
0066MS2050,0
0081MS0019,0
4096MS4677,0
4043MS6500,0
0004JI0946,0
0008MS0039,0
0108JI0912,0
0025MS0011,0
0070MS0005,0
0068JI0901,0
4111MS2546,0
0132MS0025,0
0097MS3081,0
0108MS0010,0
4055PP5676,0
4100JI2173,0
4045MS7865,0
0027MA0041,0
0024JI0903,0
0063MS0019,0
0081JI0902,0
4059MS5417,0
4116MS4913,0
0082JS0001,0
4071MS4507,0
4116MS7396,0
4111MS7692,0
0047JI0916,0
4071MS3866,0
0123MS0001,0
0032MS0038,0
0135JI0915,0
0131MS0038,0
0004JI0952,0
4001JI1356,0
4004MS8075,0
4133JI3001,0
0096MS0012,0
0129MS0011,0
0132MS0021,0
0047JI0914,0
3043JI1077,0
0069JI1010,0
4062JI7574,0
4085JI3212,0
4069MS7105,0
0020JI0907,0
0039JS0005,0
4091JI3115,0
0069MS0154,0
0074JS0010,0
0111JI0909,0
0119MS0005,0
0123JI0904,0
0055MS0017,0
0040JM0001,0
0133MS0039,0
0014JI0910,0
0047MS2220,0
0027JI0908,0
0073MS0063,0
4071MS7968,0
0001MT2060,0
0117JI0931,0
0114MS0006,0
0097MS0016,0
0100JI0924,0
0069JI0942,0
0032MS0057,0
4096JI7991,0
3094JI2354,0
0069MS0178,0
0111MS0004,0
0045MS0012,0
0085MS0020,0
0062MS0046,0
0111JI0937,0
3062JI8021,0
4043JI5799,0
4062JI6144,0
4111MS7031,0
0121JI0901,0
4063JI6193,0
0076JI0911,0
0045MS0040,0
0071MS0055,0
0088JS0007,0
0071JI0907,0
0030MS0044,0
4086MS4623,0
0098MS0005,0
4069JI5896,0
4106JI8741,0
0059JS0012,0
0069MS0034,0
0102JI0908,0
4075JI2549,0
4001PP3466,0
0078MA0001,0
0006JS0010,0
0062JI0923,0
0071MS0065,0
0075MS0003,0
4004JI8700,0
0004MS0023,0
0015JI0901,0
0069JI0949,0
4133JI2971,0
4069MS8501,0
3116JI8479,0
0100JI0933,0
0128MS0003,0
0073MS0023,0
4083MS3759,0
4071JI2717,0
0093MS0005,0
0073JI0920,0
0022JI0911,0
0123MS0012,0
4114JI8841,0
0085JI0914,0
3094JM7392,0
0076MS0015,0
4096MS4654,0
0057MS0003,0
0017MS0002,0
4066MS4443,0
0025JI0913,0
0075JS0004,0
4062JI7516,0
0073JI0904,0
4043MS4225,0
4008JI8443,0
0065JS0002,0
4111PP8310,0
4085JI0474,0
0055MS0003,0
0119MA0001,0
0003PP0007,0
0107MS0011,0
0094MT0001,0
4085JI1617,0
0069JU0027,0
4111MS4879,0
4005JI3720,0
0022PP0016,0
0038JS0005,0
4055JI6202,0
0084JI0907,0
0077PP0061,0
0069JI0992,0
0070MC0004,0
0001JI0924,0
4116MS1777,0
0043MS0049,0
0069JU0032,0
4084MS4580,0
0073MS0050,0
4135MS4748,0
0113JI0905,0
0061MS0004,0
0076JS0004,0
0071MS0052,0
0064MS3011,0
4085JI6019,0
0123MT0001,0
0083MS0020,0
0069MS0164,0
0023JI0906,0
4087MS4627,0
0044MS0013,0
0079JI0917,0
0083MS0030,0
0077JI0907,0
0024AS0001,0
0053JI0905,0
4001JI8493,0
0115MT0001,0
0095JI0902,0
0093MS0001,0
0047JI0918,0
0111MT0006,0
0048PP0026,0
0043JI0913,0
4132MS5398,0
0077JI0908,0
0042JI0902,0
0069JI1020,0
4084MS4576,0
0131JI0917,0
4135JI5078,0
4131MS3582,0
0056PP0009,0
0030JI0912,0
0009JI0912,0
0130JI0913,0
0022JS0004,0
4109JI3409,0
4001MS7657,0
0002JS0007,0
0071JI0924,0
4001JI1768,0
0045JI0934,0
0043JI0915,0
4043MS7879,0
0067JI0911,0
0117JI0905,0
0130JI0930,0
0083JI0916,0
4062JI1978,0
4062MS4397,0
4069MS6959,0
0035JI0905,0
0045MS0044,0
3032JI3340,0
0054JI0901,0
3005JI2243,0
0055MS0029,0
0008MS3412,0
0004JI0902,0
0032MS0022,0
4102JI3153,0
4117MS4925,0
0069JU0040,0
4076JI8390,0
0024MS0002,0
0136JI0909,0
0025JI0904,0
0041JS0009,0
4063MT3471,0
0029MS0005,0
4094MS8780,0
4028JI3121,0
3117JI1277,0
0008JI0915,0
0044JI0930,0
0098MS0009,0
0078JS0009,0
4004JI5920,0
3005JI1317,0
4062JI2779,0
4005MS4104,0
4043JI2289,0
3062JI8014,0
0102MT3061,0
0067JS0002,0
0069JI0922,0
0077JI0914,0
0044MS0005,0
0117JI3011,0
4085PP0757,0
4026JI9101,0
0096MS0004,0
4095JI8737,0
0069MS0115,0
0100MT0008,0
0001MS0011,0
0033JM0001,0
0098MA0001,0
3085JI8702,0
0092PP0034,0
4030JI3993,0
0031JI0904,0
0037PP0018,0
4004MS8349,0
4077JI1443,0
4001MS7344,0
0101MS0001,0
3070JM7955,0
0019JI0901,0
0062JU0007,0
4005MS7679,0
0073JI0917,0
4055JI1832,0
0119MS0014,0
4085JI2459,0
0106MC0011,0
0005JI0927,0
4001PP6183,0
3119JI6335,0
0073MS0031,0
0085JI0925,0
0006JS0001,0
4001JI8434,0
0005MS0006,0
0032MS0063,0
4075MS4529,0
0029JI0905,0
0111MS0029,0
4063MS4434,0
0004MS0078,0
4063JI2059,0
4135MS7861,0
0064JI0907,0
0092JS0009,0
0074JS0013,0
0044JI0913,0
0006JS0005,0
4085JI2161,0
0068JI0905,0
0088MT0001,0
0097JI0901,0
4081JI6381,0
0123JI0917,0
0055JI0942,0
0024JI0906,0
0028MS0003,0
0132MS2060,0
4133MS9029,0
0062MS0005,0
0038JI0904,0
4045JI8387,0
4133JI2415,0
0030JI0901,0
0062MS0067,0
0062JU0005,0
4133MS6641,0
0015MS0019,0
0010JS0008,0
0117MS0011,0
4062JI1276,0
0012PP0019,0
0125MS0001,0
0043MS0068,0
0007PP0059,0
4062JI1435,0
0009JI0916,0
4053JI1264,0
0063MS0007,0
0055JI0917,0
4131JI3376,0
0062JI0928,0
0005MS0025,0
3094JM8694,0
0049PP0035,0
4106MS4811,0
0087PP0019,0
4003MS4056,0
0013MS0005,0
0129JI0907,0
0016JI0911,0
4072MS6944,0
3010JI8296,0
0112JI0905,0
0130JI0924,0
0006JS0006,0
0001MS0070,0
0112MS0009,0
4085JI1115,0
0045JI0917,0
3111JI6424,0
0079JI0914,0
0105MS0006,0
0003JI0906,0
0039JI0901,0
0006PP0008,0
0008MS0044,0
0009MS0005,0
0098JI0904,0
0030MS0014,0
0130JI0910,0
0136JI0913,0
0062MS0073,0
0070MS2120,0
0055MS0045,0
0079MS0012,0
0069MS0007,0
0012JS0014,0
3043JI3128,0
0042JI0905,0
4069JI2461,0
0110JI0911,0
0069MS0131,0
4109MS4828,0
0095JI0903,0
0060JI0901,0
0075MS0009,0
4044JM7612,0
0001MS0062,0
4095MT4981,0
4098JI1543,0
0131JI0905,0
4081JI1563,0
0112MS0002,0
0054PP0004,0
0045MT0002,0
4117MS7136,0
0068PP0025,0
0018PP0015,0
0025JI0905,0
4136MS4757,0
0044MS0001,0
0133MS3141,0
4085MS6789,0
0008MS0024,0
0094JI0901,0
0028MS0005,0
0002MS0006,0
4008JM9002,0
0132JI0909,0
0016MS0014,0
0002JS0001,0
0071JI0950,0
4043JI1424,0
0085MS0023,0
4133JI1508,0
0051JI0904,0
0085JI0936,0
4083MS7468,0
4100MS7309,0
0093MS0010,0
0089JS0006,0
4077MS6738,0
4085MS6786,0
4135MS4763,0
0066MS0005,0
0113MS0014,0
0058JI0902,0
0077PP0063,0
0062JI0919,0
0032JI0931,0
0030JI0932,0
0069MS0122,0
0085MS0028,0
0026JS0007,0
3005JI2121,0
0111MS0028,0
0079JI0920,0
0059JS0009,0
0107MS0009,0
4099JI7520,0
4004JI1991,0
0045MS0036,0
4125JI5945,0
4007MS6659,0
0131MS3111,0
0085MS0055,0
4132JI5302,0
0032MS0039,0
4052MS4342,0
4116JI8417,0
4055JI1935,0
0116JI0921,0
0111JI0917,0
0047JS0004,0
0110MS0008,0
4131JI3070,0
4125MS6692,0
0112JI0904,0
4083MS8078,0
0089MS0003,0
0025MS0010,0
0008JI0933,0
0071MS0053,0
4111MS7693,0
4096MS8482,0
0032JI0915,0
0129MS0006,0
0100MT0006,0
4062MS3737,0
0068JI0909,0
0001MS2130,0
4069JU7419,0
4001JI8555,0
0062MS0012,0
0085MS0069,0
0095JS0002,0
0026MS3012,0
4131MS8117,0
0033MA0001,0
0030JI0927,0
0062MS0002,0
0016MS0002,0
4063MS8320,0
0083MT0001,0
0129JI0914,0
0068JS0004,0
0134JS0005,0
0055MS3121,0
0069MS0038,0
0096MS0022,0
3119JI6340,0
0004JI0931,0
3043MS6918,0
0117JI0914,0
0072JM0001,0
0001MS0057,0
0012JI0911,0
0119MS0019,0
